fitness,lr0
0.0,0.01
0.0,0.01082
0.0,0.01042
0.0,0.01037
0.0,0.01173
0.0,0.01053
0.0,0.01035
0.0,0.01308
0.0,0.01002
0.0,0.01098
0.0,0.0105
0.0,0.00926
0.0,0.01067
0.0,0.01048
0.0,0.01052
0.0,0.00899
0.0,0.01042
0.0,0.0093
0.0,0.0118
0.0,0.00895
0.0,0.00899
0.0,0.01005
0.0,0.01054
0.0,0.00948
